Player,Pos,GP,G,A,+/-,PIM,S,TOI,BLK,HIT,FOW,FOL,ID
Justin Abdelkader,LW,49,0,3,-14,25,40,565,26,103,38,31,abdelju01
Pontus Aberg,LW,5,0,1,0,0,4,44,1,1,0,0,abergpo01
Vitaly Abramov,RW,2,1,0,0,2,3,12,0,0,0,0,abramvi01
Noel Acciari,C,66,20,7,2,21,108,1054,103,121,381,414,acciano01
Andrew Agozzino,LW,22,1,2,3,4,10,162,7,25,38,37,agozzan01
Sebastian Aho,F,68,38,28,10,26,206,1321,20,55,409,480,ahose01
Karl Alzner,D,4,0,0,-1,0,4,56,4,1,0,0,alzneka01
Michael Amadio,C,68,6,10,-11,10,99,885,22,21,233,249,amadimi01
Joey Anderson,RW,18,4,2,1,2,21,238,6,16,3,3,anderjo08
Josh Anderson,RW,26,1,3,-8,17,63,418,13,68,7,12,anderjo05
Michael Anderson,D,6,1,0,4,0,9,109,10,10,0,0,andermi02
Jaret Anderson-Dolan,C,4,0,0,-1,0,2,41,0,3,5,8,anderja01
Lias Andersson,C,17,0,1,-8,4,13,162,8,20,41,47,anderli01
Rasmus Andersson,D,70,5,17,-7,57,124,1396,83,51,0,0,anderra01
Andy Andreoff,LW,14,0,1,-3,2,14,119,4,20,4,4,andrean01
Anthony Angello,C,8,1,0,-1,4,5,46,5,13,0,1,angelan01
Artem Anisimov,C,49,15,5,-15,8,87,679,25,6,185,185,anisiar01
Mason Appleton,C,46,5,3,-9,20,55,513,12,20,5,8,applema01
Josh Archibald,RW,62,12,9,-8,12,64,820,44,165,0,2,archijo01
Joel Armia,RW,58,16,14,2,28,155,999,25,146,4,7,armiajo01
Viktor Arvidsson,LW,57,15,13,-4,26,127,924,24,27,11,8,arvidvi01
Rasmus Asplund,F,29,1,2,-4,6,36,314,7,20,49,65,asplura01
Zach Aston-Reese,C,57,6,7,6,28,98,822,30,136,7,16,astonza01
Andreas Athanasiou,C,55,11,15,-46,30,129,871,24,36,43,60,athanan01
Cam Atkinson,RW,44,12,14,2,6,148,785,21,18,27,30,atkinca01
Nicolas Aube-Kubel,RW,36,7,8,1,19,48,406,16,82,1,2,aubekni01
David Backes,C,22,1,5,-1,22,34,207,8,38,27,44,backeda01
Mikael Backlund,C,70,16,29,3,26,157,1256,11,44,368,410,backlmi01
Nicklas Backstrom,C,61,12,42,-1,14,132,1160,45,30,516,532,backsni02
Sven Baertschi,LW,6,0,2,-2,4,7,71,0,5,0,0,baertsv01
Josh Bailey,C,68,14,29,-12,10,94,1149,48,20,128,129,bailejo01
Justin Bailey,RW,2,0,0,0,0,1,11,0,4,0,0,baileju01
Rudolfs Balcers,LW,15,1,2,-2,0,23,182,7,19,0,2,balceru01
Ivan Barbashev,C,69,11,15,3,23,75,928,33,144,149,179,barbaiv01
Riley Barber,RW,9,0,0,-1,2,6,74,1,15,1,0,barberi01
Mark Barberio,D,21,0,2,3,16,29,296,19,13,0,0,barbema01
Cole Bardreau,F,10,1,1,-2,6,10,89,1,21,21,29,bardrco01
Aleksander Barkov,C,66,20,42,2,18,172,1321,35,21,653,550,barkoal01
Tyson Barrie,D,70,5,34,-7,16,169,1531,76,47,0,0,barrity01
Mathew Barzal,C,68,19,41,5,44,171,1363,43,22,228,320,barzama01
Drake Batherson,C,23,3,7,-12,13,32,358,11,51,4,3,bathedr01
Jay Beagle,RW,55,2,6,-9,38,49,691,42,69,401,277,beaglja01
Ethan Bear,D,71,5,16,-4,33,99,1560,106,59,0,0,bearet01
J.C. Beaudin,C,22,0,1,-4,7,18,190,11,51,62,56,beaudje01
Nicolas Beaudin,D,1,0,0,1,0,2,17,2,2,0,0,beaudni01
Nathan Beaulieu,D,38,1,7,15,29,38,646,47,62,0,0,beaulna01
Anthony Beauvillier,LW,68,18,21,-11,15,132,1174,36,86,9,4,beauvan01
Pierre-Edouard Bellemare,LW,69,9,13,2,17,85,926,46,43,419,371,bellepi01
Kieffer Bellows,LW,8,2,1,3,2,11,85,4,12,0,0,belloki01
Emil Bemstrom,C,56,10,10,-10,8,97,687,17,52,4,9,bemstem01
Jamie Benn,LW,69,19,20,-4,53,163,1134,57,167,244,193,bennja01
Jordie Benn,D,44,1,6,-7,17,58,717,62,45,0,0,bennjo01
Sam Bennett,C,52,8,4,-1,36,82,651,13,101,89,83,bennesa01
Matt Benning,D,43,1,7,8,15,38,569,34,78,0,0,bennima01
Tyler Benson,LW,7,0,1,-1,0,5,73,1,3,1,0,bensoty01
Patrice Bergeron,C,61,31,25,23,28,203,1143,46,46,758,553,bergepa01
Lean Bergmann,F,12,0,1,-6,4,11,99,5,29,0,2,bergmle01
Tyler Bertuzzi,LW,71,21,27,-23,40,129,1371,30,71,4,2,bertuty01
Alex Biega,D,49,0,3,-9,24,55,805,46,115,0,0,biegaal01
Jake Bischoff,D,4,0,0,-2,4,6,62,8,8,0,0,bischja01
Clark Bishop,C,5,0,1,-2,4,4,38,0,5,13,21,bishocl01
Anthony Bitetto,D,51,0,8,3,32,54,773,50,145,0,0,bitetan01
Anders Bjork,LW,58,9,10,5,10,66,750,21,43,2,4,bjorkan01
Oliver Bjorkstrand,RW,49,21,15,8,12,162,879,16,43,6,13,bjorkol01
Tobias Bjornfot,D,3,0,0,-4,0,0,39,0,0,0,0,bjornto01
Nick Bjugstad,C,13,1,1,3,8,18,159,7,19,38,58,bjugsni01
Colin Blackwell,C,27,3,7,7,10,31,296,23,43,37,29,blackco01
Sammy Blais,LW,40,6,7,-2,20,56,503,15,155,0,0,blaissa01
Joseph Blandisi,C,21,2,3,-3,10,12,172,9,26,33,48,blandjo01
Joachim Blichfeld,W,3,0,0,-2,2,3,38,4,3,0,0,blichjo01
Anton Blidh,LW,7,0,0,-1,0,9,81,5,20,0,1,blidhan01
Teddy Blueger,C,69,9,13,2,25,102,1091,35,83,402,489,bluegte01
Mikkel Boedker,RW,20,2,2,-1,0,29,194,5,12,1,3,boedkmi01
Brock Boeser,RW,57,16,29,4,14,169,1059,14,28,11,19,boesebr01
Zach Bogosian,D,27,1,6,0,22,29,449,27,30,0,0,bogosza01
Nick Bonino,C,67,18,17,17,16,104,1107,89,17,488,440,boninni01
Adam Boqvist,D,41,4,9,-3,6,50,665,43,33,0,0,boqviad01
Jesper Boqvist,C,35,4,0,-11,8,41,383,16,37,5,11,boqvije01
Henrik Borgstrom,C,4,0,0,-2,2,3,50,0,1,13,14,borgshe01
Mark Borowiecki,D,53,7,11,1,58,63,951,120,199,0,0,borowma01
Robert Bortuzzo,D,42,2,4,12,21,36,551,43,66,0,0,borturo01
Gabriel Bourque,LW,52,2,4,-1,7,33,447,40,125,2,3,bourqga01
Jay Bouwmeester,D,56,1,8,6,20,53,1208,68,42,0,0,bouwmja01
Madison Bowey,D,53,3,14,-16,34,70,949,58,53,0,0,boweyma01
Johnny Boychuk,D,64,2,9,-11,14,96,1106,128,135,0,0,boychjo01
Travis Boyd,C,24,3,7,9,2,26,282,9,14,50,69,boydtr01
Brian Boyle,C,39,6,9,-5,17,56,483,34,65,197,179,boylebr01
Tyler Bozak,C,67,13,16,0,10,109,1026,33,32,363,297,bozakty01
Erik Brannstrom,D,31,0,4,-9,16,38,460,36,15,0,0,branner01
Derick Brassard,C,66,10,22,-2,16,110,904,24,115,197,160,brassde01
Jesper Bratt,W,60,16,16,-6,6,101,839,22,29,3,10,brattje01
Justin Braun,D,62,3,16,-2,18,70,1071,84,91,0,0,braunju01
T.J. Brodie,D,64,4,15,7,36,65,1309,87,20,0,0,broditj01
Jonas Brodin,D,69,2,26,15,24,103,1487,112,41,0,0,brodijo01
Jonny Brodzinski,C,3,0,1,0,0,5,22,0,3,0,1,brodzjo01
Adam Brooks,C,7,0,3,1,0,2,55,1,0,5,5,brookad01
Troy Brouwer,RW,13,1,0,1,7,12,123,6,24,1,1,brouwtr01
Connor Brown,RW,71,16,27,-6,24,173,1428,35,39,29,39,brownco02
Dustin Brown,RW,66,17,18,-1,22,169,1215,15,143,7,9,browndu01
Josh Brown,D,56,3,5,1,39,48,751,53,77,0,0,brownjo01
Logan Brown,C,23,1,7,0,4,23,270,11,13,55,79,brownlo01
Patrick Brown,C,1,1,0,0,0,2,10,0,6,0,0,brownpa02
Pavel Buchnevich,LW,68,16,30,2,24,148,1151,22,80,4,19,buchnpa01
Connor Bunnaman,F,21,1,1,7,2,18,195,2,29,36,60,bunnaco01
Andre Burakovsky,LW,58,20,25,11,22,103,882,34,26,5,9,burakan01
Brent Burns,D,70,12,33,-22,34,225,1779,115,72,0,0,burnsbr01
Will Butcher,D,56,4,17,-8,6,62,1003,75,31,0,0,butchwi01
Paul Byron,C,29,4,6,5,4,29,415,18,42,1,5,byronpa01
Nicholas Caamano,RW,12,1,1,2,4,13,120,3,17,1,1,caamani01
Drake Caggiula,LW,40,9,6,-3,32,56,473,16,81,4,10,caggidr01
Matt Calvert,LW,50,12,13,13,39,89,705,22,58,12,14,calvema01
Kyle Capobianco,D,9,1,0,-1,2,10,133,10,14,0,0,capobky01
Paul Carey,C,1,0,0,-1,0,0,6,1,0,0,0,careypa01
Brandon Carlo,D,67,4,15,16,33,111,1372,76,126,0,0,carlobr01
John Carlson,D,69,15,60,12,26,189,1700,108,55,0,1,carlsjo01
Gabriel Carlsson,D,6,0,0,-1,2,3,65,0,5,0,0,carlsga01
Lucas Carlsson,D,6,0,1,3,0,3,85,6,11,0,0,carlslu01
Ryan Carpenter,C,69,3,12,-6,28,80,971,48,117,263,347,carpery01
Daniel Carr,LW,11,1,0,-5,4,14,114,2,10,0,1,carrda01
Connor Carrick,D,29,1,5,-6,17,25,418,39,27,0,0,carrico01
Sam Carrick,C,9,1,1,-3,0,16,124,8,13,33,39,carrisa01
Trevor Carrick,D,3,0,0,0,5,1,17,0,1,0,0,carritr01
Alexandre Carrier,D,3,0,0,2,2,4,32,0,3,0,0,carrial01
William Carrier,LW,71,7,12,0,39,99,701,11,213,9,5,carriwi01
Jeff Carter,C,60,17,10,-21,36,182,1016,23,66,382,364,carteje01
Colby Cave,C,11,1,0,-3,4,5,106,3,17,36,41,caveco01
Cody Ceci,D,56,1,7,7,20,48,1150,79,92,0,0,cecico01
Peter Cehlarik,LW,3,0,1,-1,2,0,34,2,2,1,1,cehlape01
Erik Cernak,D,67,5,7,11,59,125,1270,97,172,0,0,cernaer01
Thomas Chabot,D,71,6,33,-18,42,186,1846,85,79,0,0,chaboth01
Michael Chaput,C,2,0,0,-2,2,2,20,2,3,7,6,chapumi01
Zdeno Chara,D,68,5,9,26,60,86,1429,101,78,0,0,charazd01
Ben Chiarot,D,69,9,12,5,61,130,1596,128,152,0,0,chiarbe01
Alex Chiasson,RW,65,11,13,-3,42,97,853,15,56,0,4,chiasal01
Andrei Chibisov,F,2,0,0,0,0,1,15,1,1,0,0,chibian01
Filip Chlapik,C,31,3,3,-7,10,27,272,11,71,12,19,chlapfi01
Dennis Cholowski,D,36,2,6,-26,6,51,692,35,15,0,0,cholode01
Jakob Chychrun,D,63,12,14,4,38,149,1413,95,75,0,0,chychja01
Filip Chytil,C,60,14,9,-7,10,114,890,31,13,198,317,chytifi01
Anthony Cirelli,C,68,16,28,28,30,113,1255,47,89,434,480,cirelan01
Casey Cizikas,C,48,10,4,12,41,67,686,39,133,368,320,cizikca01
Fredrik Claesson,D,5,1,1,1,0,1,72,7,5,0,0,claesfr01
Kale Clague,D,4,0,0,-3,2,2,58,4,1,0,0,claguka01
Kyle Clifford,LW,69,7,10,-7,68,110,772,15,133,6,4,cliffky01
Connor Clifton,D,31,2,0,4,12,20,447,33,90,0,0,cliftco01
Cal Clutterbuck,RW,37,3,4,6,22,35,497,38,127,4,5,cluttca01
Braydon Coburn,D,40,1,3,5,16,44,562,28,59,0,0,coburbr01
Andrew Cogliano,LW,68,3,11,2,30,68,848,31,86,17,20,coglian01
Ian Cole,D,65,4,22,21,36,92,1150,122,83,0,0,coleia01
Blake Coleman,C,66,21,11,0,56,200,1103,46,191,47,102,colembl01
Blake Comeau,RW,55,8,8,-6,36,74,822,24,107,42,54,comeabl01
J.T. Compher,LW,67,11,20,9,18,106,1122,60,36,341,374,comphj.01
Max Comtois,LW,29,5,6,-4,24,32,405,8,61,3,13,comtoma01
Cory Conacher,LW,4,0,1,-2,4,5,44,1,3,0,0,conacco01
Kevin Connauton,D,4,0,0,-2,0,4,62,6,6,0,0,connake01
Brett Connolly,RW,69,19,14,-3,26,117,1000,17,56,6,11,connobr01
Kyle Connor,LW,71,38,35,4,34,239,1497,17,18,2,11,connoky01
Andrew Copp,C,63,10,16,-3,10,121,1115,27,59,310,275,coppan01
Nick Cousins,C,65,10,15,0,35,115,878,31,91,35,38,cousini01
Logan Couture,C,52,16,23,0,18,126,963,45,54,195,248,coutulo01
Sean Couturier,C,69,22,37,21,30,185,1368,26,60,543,367,coutuse01
Charlie Coyle,C,70,16,21,9,21,145,1175,34,83,326,373,coylech01
Sidney Crosby,C,41,16,31,-8,15,109,831,17,28,494,394,crosbsi01
Lawson Crouse,LW,66,15,10,0,33,109,896,29,201,24,23,crousla01
Austin Czarnik,C,8,2,1,1,0,9,82,2,1,2,4,czarnau01
Kirby Dach,C,64,8,15,-1,24,101,913,23,33,75,147,dachki01
Evgenii Dadonov,RW,69,25,22,-7,10,167,1180,24,29,0,0,dadonev01
Rasmus Dahlin,D,59,4,36,-7,38,90,1138,51,72,0,0,dahlira01
Carl Dahlstrom,D,15,0,1,-4,6,9,221,13,5,0,0,dahlsca01
Michael Dal Colle,LW,53,4,6,-8,12,59,625,21,81,5,2,dalcomi01
Trevor Daley,D,43,0,7,-22,20,37,673,44,9,0,0,daleytr01
Phillip Danault,LW,71,13,34,18,32,131,1338,37,119,728,608,danauph01
Marko Daňo,C,3,0,0,-1,2,2,22,3,5,0,0,danoma01
Brandon Davidson,D,12,0,0,-3,0,17,150,20,24,0,0,davidbr01
Jonathan Davidsson,RW,6,0,1,0,0,3,33,1,5,0,0,davidjo03
Calvin de Haan,D,29,1,5,10,10,42,577,73,93,0,0,dehaaca01
Jacob de La Rose,LW,50,2,7,2,10,46,536,16,120,118,156,delarja01
Chase De Leo,C,1,0,0,0,0,1,15,0,1,0,1,deleoch01
Jean-Sebastien Dea,C,3,0,0,0,0,0,23,0,3,1,1,deaje01
Anthony DeAngelo,D,68,15,38,12,47,149,1312,57,48,0,0,deangan01
Alex DeBrincat,RW,70,18,27,-10,15,207,1225,19,58,7,13,debrial01
Jake DeBrusk,LW,65,19,16,-1,14,161,1043,15,35,9,17,debruja01
Danny DeKeyser,D,8,0,4,0,4,12,176,18,6,0,0,dekeyda01
Michael Del Zotto,D,49,2,13,5,14,57,917,55,101,0,0,delzomi01
Dylan DeMelo,D,59,0,10,4,37,74,1188,77,105,0,0,demeldy01
Jason Demers,D,50,0,11,5,25,53,1025,70,76,0,0,demerja01
Travis Dermott,D,56,4,7,14,37,65,969,58,76,0,0,dermotr01
Nicolas Deslauriers,LW,59,7,6,-1,92,64,577,32,137,0,0,deslani01
Phillip Di Giuseppe,LW,20,1,3,1,2,35,226,20,38,0,2,digiuph01
Thomas Di Pauli,C,2,0,0,-3,10,2,12,1,4,0,0,dipauth01
Jason Dickinson,C,65,9,12,7,6,85,973,55,89,196,251,dickija01
Brenden Dillon,D,69,1,13,-2,104,58,1343,74,194,0,0,dillobr01
Christian Djoos,D,11,1,2,3,0,13,210,12,2,0,0,djoosch01
Noah Dobson,D,34,1,6,-1,8,37,451,31,25,0,0,dobsono01
Max Domi,LW,71,17,27,-3,35,179,1214,13,32,385,403,domima01
Ryan Donato,C,62,14,9,5,12,95,659,14,53,40,62,donatry01
Joonas Donskoi,RW,65,16,17,2,26,111,1056,38,25,9,12,donskjo01
Drew Doughty,D,67,7,28,-16,36,141,1730,87,106,0,0,doughdr01
Nic Dowd,C,56,7,8,11,28,52,607,26,117,274,277,dowdni01
Justin Dowling,C,29,3,3,-3,8,29,318,12,25,42,54,dowliju01
Leon Draisaitl,C,71,43,67,-7,18,218,1605,19,27,662,608,draisle01
Sheldon Dries,C,5,0,0,-2,0,2,34,2,16,4,2,driessh01
Jonathan Drouin,LW,27,7,8,-6,14,51,424,5,25,4,8,drouijo01
Dillon Dube,C,45,6,10,0,6,60,571,13,59,0,2,dubedi01
Pierre-Luc Dubois,LW,70,18,31,-2,49,158,1255,50,85,359,446,duboipi01
Matt Duchene,C,66,13,29,-4,24,136,1114,22,40,390,305,duchema01
Anthony Duclair,LW,66,23,17,-5,18,184,1073,39,53,3,3,duclaan01
Mathew Dumba,D,69,6,18,-7,41,167,1552,88,98,0,0,dumbama01
Gabriel Dumont,C,3,0,0,-1,0,3,35,2,9,6,9,dumonga01
Brian Dumoulin,D,28,1,7,17,10,35,590,35,44,0,0,dumoubr01
Vince Dunn,D,71,9,14,15,27,138,1155,47,50,0,0,dunnvi02
Christian Dvorak,C,70,18,20,6,12,134,1169,36,39,523,426,dvorach01
Ryan Dzingel,C,64,8,21,3,30,98,906,25,36,9,20,dzingry01
Cody Eakin,C,49,5,10,-3,16,61,714,16,49,311,330,eakinco01
Jordan Eberle,RW,58,16,24,1,12,136,1033,39,37,3,6,eberljo01
Alexander Edler,D,59,5,28,13,62,118,1334,162,108,0,0,edleral01
Joel Edmundson,D,68,7,13,7,72,97,1255,91,118,0,0,edmunjo01
Nikolaj Ehlers,LW,71,25,33,14,30,203,1173,28,36,0,2,ehlerni01
Christoffer Ehn,C,54,2,2,-21,2,36,562,18,59,96,130,ehnch01
Jack Eichel,C,68,36,42,5,34,227,1503,42,40,615,696,eicheja01
Aaron Ekblad,D,67,5,36,12,26,147,1539,84,34,0,0,ekblaaa01
Mattias Ekholm,D,68,8,25,-1,32,154,1589,100,49,0,0,ekholma01
Oliver Ekman-Larsson,D,66,9,21,-3,38,135,1519,65,129,0,0,ekmanol01
Lars Eller,C,69,16,23,3,48,151,1174,44,59,536,497,ellerla01
Ryan Ellis,D,49,8,30,16,19,114,1152,96,48,0,0,ellisry01
Deryk Engelland,D,49,1,5,6,37,59,860,86,114,0,0,engelde01
Andreas Englund,D,24,0,3,-8,12,10,262,16,58,0,0,engluan01
Pierre Engvall,LW,48,8,7,4,6,72,573,10,29,41,64,engvapi01
Tyler Ennis,C,70,16,21,-6,20,159,1030,26,96,7,8,ennisty01
Jonathan Ericsson,D,18,0,0,-12,4,16,256,14,24,0,0,ericsjo01
Loui Eriksson,LW,49,6,7,-2,12,59,606,15,10,2,0,erikslo01
Joel Eriksson Ek,C,62,8,21,7,22,102,974,43,93,367,428,eriksjo02
Adam Erne,LW,56,2,3,-24,28,63,662,25,142,20,13,ernead01
Jake Evans,C,13,2,1,1,0,14,135,5,16,29,27,evansja02
Robby Fabbri,C,61,15,17,-33,20,111,985,14,75,27,40,fabbrro01
Dante Fabbro,D,64,5,6,-7,38,92,1218,85,54,0,0,fabbrda01
Radek Faksa,C,66,11,9,-6,42,109,1049,44,84,404,407,faksara01
Oscar Fantenberg,D,36,1,5,-10,6,45,573,62,67,0,0,fanteos01
Joel Farabee,LW,52,8,13,6,39,81,733,18,31,3,7,farabjo01
Jesper Fast,RW,69,12,17,16,20,84,1146,53,125,9,17,fastje01
Justin Faulk,D,69,5,11,-3,32,147,1419,76,82,0,0,faulkju01
Taylor Fedun,D,27,2,7,3,8,40,371,19,16,0,0,fedunta01
Martin Fehervary,D,6,0,1,-2,6,7,96,2,14,0,0,feherma01
Micheal Ferland,LW,14,1,4,-3,7,15,137,2,40,2,0,ferlami01
Mario Ferraro,D,61,2,9,-15,30,63,969,58,120,0,0,ferrama01
Kevin Fiala,LW,64,23,31,-1,42,175,986,18,25,2,7,fialake01
Valtteri Filppula,C,70,6,15,-42,24,63,1163,31,28,324,398,filppva01
Christian Fischer,RW,56,6,3,2,16,83,617,22,140,3,8,fischch01
Cale Fleury,D,41,1,0,-4,6,45,588,45,102,0,0,fleurca01
Haydn Fleury,D,45,4,10,-2,8,65,615,45,48,0,0,fleurha01
Warren Foegele,LW,68,13,17,9,34,129,932,17,64,18,21,foegewa01
Steven Fogarty,C,7,0,0,-1,0,2,41,4,4,6,3,fogarst01
Marcus Foligno,LW,59,11,14,8,30,86,861,36,184,9,15,foligma01
Nick Foligno,LW,67,10,21,-3,62,131,1251,50,212,159,160,foligni01
Christian Folin,D,16,1,1,-1,13,13,231,21,38,0,0,folinch01
Derek Forbort,D,20,0,1,-5,4,22,356,30,35,0,0,forbode01
Filip Forsberg,C,63,21,27,-7,29,198,1093,27,82,1,2,forsbfi01
Liam Foudy,C,2,0,1,1,0,3,28,0,3,0,0,foudyli01
Cam Fowler,D,59,9,20,0,20,117,1297,58,25,0,0,fowleca01
Adam Fox,D,70,8,34,22,32,125,1323,92,35,0,0,foxad01
Trent Frederic,C,2,0,0,-1,0,1,13,0,8,0,0,fredetr01
Mark Friedman,D,6,0,1,0,2,2,82,5,8,0,0,friedma01
Martin Frk,RW,17,6,2,-1,4,26,235,3,14,0,0,frkma01
Michael Frolik,LW,57,6,8,-12,28,70,709,22,32,6,15,frolimi01
Morgan Frost,C,20,2,5,-3,4,31,274,4,4,44,49,frostmo01
Sam Gagner,C,42,6,7,-10,12,79,561,10,22,45,57,gagnesa01
Alex Galchenyuk,C,59,8,16,-5,16,86,726,17,52,67,64,galchal01
Brendan Gallagher,RW,59,22,21,9,29,226,998,29,53,12,17,gallabr01
Dylan Gambrell,C,50,5,6,-8,17,43,598,29,40,170,200,gambrdy01
Jake Gardiner,D,68,4,20,-24,30,87,1133,42,43,0,0,gardija01
Rhett Gardner,C,8,0,0,0,2,8,81,2,8,25,28,gardnrh01
Conor Garland,RW,68,22,17,1,20,158,962,20,26,4,7,garlaco01
Adam Gaudette,C,59,12,21,-7,37,75,731,20,29,187,267,gaudead01
Johnny Gaudreau,LW,70,18,40,-10,12,209,1315,11,1,1,3,gaudrjo01
Brendan Gaunce,C,1,0,1,1,2,0,9,0,2,0,1,gauncbr01
Cameron Gaunce,D,3,1,3,2,4,5,36,2,5,0,0,gauncca01
Frederik Gauthier,C,61,7,5,-4,10,42,573,23,66,208,172,gauthfr01
Julien Gauthier,RW,17,0,3,1,8,10,141,7,15,1,2,gauthju01
Vladislav Gavrikov,D,69,5,13,1,18,81,1310,92,79,0,0,gavrivl01
Morgan Geekie,C,2,3,1,3,2,4,24,4,1,12,10,geekimo01
Nathan Gerbe,C,30,4,6,-7,22,55,413,8,46,6,6,gerbena01
Timothy Gettinger,LW,2,0,1,1,0,3,17,1,5,0,2,gettiti01
Ryan Getzlaf,C,69,13,29,-16,58,143,1292,69,125,530,504,getzlry01
Brian Gibbons,C,15,0,0,-7,4,9,146,9,7,0,0,gibbobr02
Dennis Gilbert,D,21,1,2,-8,38,12,330,33,74,0,0,gilbede01
John Gilmour,D,4,0,0,-2,0,5,68,3,3,0,0,gilmojo01
Mark Giordano,D,60,5,26,2,34,157,1433,148,42,0,0,giordma01
Samuel Girard,D,70,4,30,1,17,96,1492,92,46,0,0,girarsa01
Zemgus Girgensons,C,69,12,7,-1,10,85,952,20,110,30,43,girgeze01
Claude Giroux,C,69,21,32,7,28,197,1310,16,45,663,460,giroucl01
Cody Glass,C,39,5,7,-7,6,51,521,6,15,60,83,glassco01
Luke Glendening,C,60,6,3,-29,14,76,921,68,147,393,307,glendlu01
Nikolay Goldobin,LW,1,0,0,0,0,0,9,0,1,0,0,goldoni01
